YEAR,PLAYER,TEAM,SALARY
2002,Shawn Marion,Suns,1778000
2002,Darvin Ham,Bucks,1760000
2002,Shammond Williams,SuperSonics,1750000
2002,Joel Przybilla,Bucks,1741000
2002,Rasho Nesterovic,Timberwolves,1725000
2002,Tyronn Lue,Wizards,1714000
2002,Rodney White,Pistons,1694000
2002,Jason Terry,Hawks,1689000
2002,Keyon Dooling,Clippers,1654000
2002,Joe Johnson,Suns,1608000
2002,Trajan Langdon,Cavaliers,1604000
2002,Johnny Newman,Mavericks,1575000
2002,Jerome Moiso,Hornets,1571000
2002,Pat Garrity,Magic,1569000
2002,Kedrick Brown,Celtics,1528000
2002,Roshown McLeod,Celtics,1509000
2002,Danny Manning,Mavericks,1500000
2002,Tony Massenburg,Grizzlies,1500000
2002,Dana Barros,Pistons,1500000
2002,Ricky Davis,Cavaliers,1496000
2002,Etan Thomas,Wizards,1493000
2002,Brian Skinner,Cavaliers,1483000
2002,Corie Blount,76ers,1452000
2002,Vladimir Radmanovic,SuperSonics,1452000
2002,Corey Maggette,Clippers,1448000
2002,Al Harrington,Pacers,1436000
2002,Courtney Alexander,Wizards,1418000
2002,Samaki Walker,Lakers,1400000
2002,Richard Jefferson,Nets,1379000
2002,Will Avery,Timberwolves,1375000
2002,Mateen Cleaves,Kings,1347000
2002,Troy Murphy,Warriors,1310000
2002,Eldridge Recasner,Clippers,1300000
2002,Bryce Drew,Hornets,1300000
2002,Matt Bullard,Hornets,1300000
2002,Popeye Jones,Wizards,1300000
2002,Jason Collier,Rockets,1280000
2002,Metta World Peace,Pacers,1241000
2002,Hedo Turkoglu,Kings,1216000
2002,Greg Buckner,Mavericks,1210000
2002,Kirk Haston,Hornets,1182000
2002,Cal Bowdler,Hawks,1179000
2002,Desmond Mason,SuperSonics,1155000
2002,Michael Bradley,Raptors,1124000
2002,James Posey,Nuggets,1120000
2002,Quentin Richardson,Clippers,1097000
2002,Quincy Lewis,Jazz,1070000
2002,Jason Collins,Nets,1067000
2002,Jamaal Magloire,Hornets,1048000
2002,Steven Hunter,Magic,1037000
2002,Dion Glover,Hawks,1027000
2002,Zach Randolph,Blazers,1019000
2002,Speedy Claxton,76ers,1006000
2002,Don Reid,Magic,1000000
2002,Fred Hoiberg,Bulls,1000000
2002,Danny Ferry,Spurs,1000000
2002,Michael Jordan,Wizards,1000000
2002,Mark Bryant,Spurs,1000000
2002,Jeff Foster,Pacers,986000
2002,Morris Peterson,Raptors,966000
2002,Kenny Thomas,Rockets,946000
2002,Joseph Forte,Celtics,939000
2002,Donnell Harvey,Nuggets,927000
2002,Jeryl Sasser,Magic,902000
2002,DeShawn Stevenson,Jazz,890000
2002,Brandon Armstrong,Nets,865000
2002,Dalibor Bagaric,Bulls,854000
2002,Tim James,76ers,837000
2002,Devean George,Lakers,834000
2002,Andrei Kirilenko,Jazz,831000
2002,Jake Tsakalidis,Suns,820000
2002,Brendan Haywood,Wizards,815000
2002,Vonteego Cummings,76ers,810000
2002,Mamadou N'diaye,Raptors,793000
2002,Jumaine Jones,Cavaliers,786000
2002,Scott Padgett,Jazz,781000
2002,Samuel Dalembert,76ers,771000
2002,Erick Barkley,Blazers,765000
2002,Mark Madsen,Lakers,760000
2002,Jamaal Tinsley,Pacers,749000
2002,Primoz Brezec,Pacers,749000
2002,Tony Parker,Spurs,744000
2002,Bruce Bowen,Spurs,715000
2002,Emanual Davis,Hawks,715000
2002,Milt Palacio,Suns,690000
2002,Gerald Wallace,Kings,664000
2002,Earl Boykins,Clippers,650000
2002,Adrian Griffin,Mavericks,648000
2002,Ryan Bowen,Nuggets,630000
2002,Rafer Alston,Bucks,625000
2002,Harold Jamison,Clippers,600000
2002,Victor Alexander,Pistons,591000
2002,Sam Mitchell,Timberwolves,591000
2002,Rick Brunson,Blazers,591000
2002,Felton Spencer,Knicks,591000
2002,Mitchell Butler,Blazers,591000
2002,Brian Shaw,Lakers,591000
2002,Chris Dudley,Blazers,591000
2002,Antonio Harvey,SuperSonics,591000
2002,Jacque Vaughn,Hawks,590000
2002,Jeff McInnis,Clippers,590000
2002,Darrick Martin,Mavericks,590000
2002,Dan Majerle,Suns,590000
2002,Sean Marks,Heat,566000
2002,Vladimir Stepania,Heat,566000
2002,Damon Jones,Pistons,566000
2002,Bruno Sundov,Pacers,565000
2002,Felipe Lopez,Timberwolves,565000
2002,Todd MacCulloch,Nets,550000
2002,Jelani McCoy,Lakers,541000
2002,Charles Smith,Spurs,541000
2002,Amal McCaskill,Spurs,541000
2002,Derrick Dial,Raptors,541000
2002,Obinna Ekezie,Clippers,541000
2002,Rodney Buford,Grizzlies,540000
2002,Michael Ruffin,76ers,540000
2002,Mark Blount,Celtics,540000
2002,Mark Strickland,Hawks,539000
2002,Terence Morris,Rockets,490000
2002,Jim Jackson,Heat,480000
2002,Predrag Drobnjak,SuperSonics,479000
2002,Zendon Hamilton,Nuggets,466000
2002,Lee Nailon,Hornets,466000
2002,Art Long,SuperSonics,466000
2002,Jerome James,SuperSonics,466000
2002,Olumide Oyedeji,SuperSonics,466000
2002,ZhiZhi Wang,Mavericks,465000
2002,Eddie House,Heat,465000
2002,Jason Hart,Spurs,465000
2002,Dan Langhi,Rockets,465000
2002,Eduardo Najera,Mavericks,465000
2002,Daniel Santiago,Suns,465000
2002,Brian Cardinal,Pistons,465000
2002,Hanno Mottola,Hawks,465000
2002,Slava Medvedenko,Lakers,465000
2002,Reggie Slater,Nets,438000
2002,Steve Goodrich,Nets,389000
2002,Kenny Satterfield,Nuggets,333000
2002,Jamison Brewer,Pacers,333000
2002,Trenton Hassell,Bulls,333000
2002,Ratko Varda,Pistons,333000
2002,Earl Watson,SuperSonics,333000
2002,Gilbert Arenas,Warriors,333000
2002,Ernest Brown,Heat,333000
2002,Carlos Arroyo,Raptors,333000
2002,Alvin Jones,76ers,332000
2002,Bobby Simmons,Wizards,332000
2002,Damone Brown,76ers,332000
2002,Maurice Evans,Timberwolves,332000
2002,Antonis Fotsis,Grizzlies,332000
2002,Loren Woods,Timberwolves,332000
2002,Jabari Smith,Kings,304000
2002,Mike James,Heat,237000
2003,Kevin Garnett,Timberwolves,25200000
2003,Shaquille O'Neal,Lakers,23571000
2003,Shawn Kemp,Magic,21500000
2003,Juwan Howard,Nuggets,20625000
2003,Scottie Pippen,Blazers,19727000
2003,Karl Malone,Jazz,19250000
2003,Rasheed Wallace,Blazers,16200000
2003,Dikembe Mutombo,Nets,16105000
2003,Chris Webber,Kings,14343000
2003,Damon Stoudamire,Blazers,13500000
2003,Gary Payton,SuperSonics,13080000
2003,Penny Hardaway,Suns,12375000
2003,Vin Baker,Celtics,12375000
2003,Antoine Walker,Celtics,12375000
2003,Stephon Marbury,Suns,12375000
2003,Tim Duncan,Spurs,12072000
2003,Tracy McGrady,Magic,12072000
2003,Grant Hill,Magic,12072000
2003,Reggie Miller,Pacers,12046000
2003,Antonio Davis,Raptors,12000000
2003,Michael Finley,Mavericks,11953000
2003,Vlade Divac,Kings,11248000
2003,Eddie Jones,Heat,11200000
2003,Brian Grant,Heat,11121000
2003,Allan Houston,Knicks,11000000
2003,Tom Gugliotta,Suns,10890000
2003,Tim Thomas,Bucks,10750000
2003,Vince Carter,Raptors,10625000
2003,David Robinson,Spurs,10500000
2003,Nick Van Exel,Mavericks,10003000
2003,Steve Smith,Spurs,9900000
2003,Glenn Robinson,Hawks,9860000
2003,Derrick Coleman,76ers,9830000
2003,Theo Ratliff,Hawks,9375000
2003,Jason Kidd,Nets,9260000
2003,Glen Rice,Rockets,9200000
2003,Kenny Anderson,SuperSonics,9185000
2003,John Stockton,Jazz,9000000
2003,Kerry Kittles,Nets,8717000
2003,Clifford Robinson,Pistons,8421000
2003,Toni Kukoc,Bucks,8050000
2003,Dale Davis,Blazers,8000000
2003,Elden Campbell,SuperSonics,7975000
2003,Greg Ostertag,Jazz,7799000
2003,Jamal Mashburn,Hornets,7750000
2003,Maurice Taylor,Rockets,7150000
2003,Derek Anderson,Blazers,7145000
2003,Donyell Marshall,Bulls,7140000
2003,Alan Henderson,Hawks,7091000
2003,P.J. Brown,Hornets,7044000
2003,Wesley Person,Grizzlies,7000000
2003,Austin Croshere,Pacers,6960000
2003,Jermaine O'Neal,Pacers,6950000
2003,Erick Dampier,Warriors,6858000
2003,Marcus Camby,Nuggets,6750000
2003,Kelvin Cato,Rockets,6696000
2003,Ron Mercer,Pacers,6618000
2003,Tyrone Hill,76ers,6600000
2003,Bo Outlaw,Suns,6555000
2003,Shandon Anderson,Knicks,6100000
2003,Michael Olowokandi,Clippers,6061000
2003,Lorenzen Wright,Grizzlies,6050000
2003,Jerry Stackhouse,Wizards,6000000
2003,Chris Mills,Warriors,6000000
2003,Steve Nash,Mavericks,5750000
2003,Charlie Ward,Knicks,5750000
2003,Eddie Robinson,Bulls,5726000
2003,Doug Christie,Kings,5625000
2003,Tariq Abdul-Wahad,Mavericks,5625000
2003,Bob Sura,Warriors,5540000
2003,Mike Bibby,Kings,5448000
2003,Alvin Williams,Raptors,5350000
2003,Howard Eisley,Knicks,5312000
2003,Robert Horry,Lakers,5300000
2003,Jerome Williams,Raptors,5250000
2003,Jason Caffey,Bucks,5250000
2003,Vitaly Potapenko,SuperSonics,5238000
2003,Nazr Mohammed,Hawks,5130000
2003,Brevin Knight,Grizzlies,5062000
2003,Brent Barry,SuperSonics,5040000
2003,Eric Williams,Celtics,5004000
2003,Ben Wallace,Pistons,5000000
2003,Calvin Booth,SuperSonics,4992000
2003,Anthony Mason,Bucks,4992000
2003,Ruben Patterson,Blazers,4992000
2003,Joe Smith,Timberwolves,4991000
2003,Todd MacCulloch,76ers,4991000
2003,Clarence Weatherspoon,Knicks,4991000
2003,Avery Johnson,Mavericks,4991000
2003,Christian Laettner,Wizards,4973000
2003,Danny Fortson,Warriors,4935000
2003,Raef LaFrentz,Mavericks,4926000
2003,Kurt Thomas,Knicks,4904000
2003,Cuttino Mobley,Rockets,4903000
2003,Jahidi White,Wizards,4903000
2003,Rashard Lewis,SuperSonics,4903000
2003,Elton Brand,Clippers,4895000
2003,Scot Pollard,Kings,4827000
2003,Brad Miller,Pacers,4800000
2003,Shawn Bradley,Mavericks,4675000
2003,Darrell Armstrong,Magic,4506000
2003,Corliss Williamson,Pistons,4500000
2003,Aaron McKie,76ers,4500000
2003,Sam Cassell,Bucks,4500000
2003,Antawn Jamison,Warriors,4469000
2003,Adonal Foyle,Warriors,4400000
2003,Steve Francis,Rockets,4383000
2003,Mark Jackson,Jazz,4220000
2003,Rick Fox,Lakers,4170000
2003,Michael Stewart,Cavaliers,4160000
2003,Eric Snow,76ers,4125000
2003,Kenyon Martin,Nets,4067000
2003,Ervin Johnson,Bucks,4030000
2003,Tony Battie,Celtics,4000000
2003,Travis Knight,Knicks,4000000
2003,Kwame Brown,Wizards,3974000
2003,Baron Davis,Hornets,3942000
2003,Zeljko Rebraca,Pistons,3850000
2003,Tim Hardaway,Pacers,3780000
2003,Tracy Murray,Lakers,3740000
2003,Robert Traylor,Hornets,3726000
2003,Stromile Swift,Grizzlies,3656000
2003,Anthony Carter,Heat,3656000
2003,David Wesley,Hornets,3600000
2003,Chucky Atkins,Pistons,3600000
2003,Moochie Norris,Rockets,3600000
2003,Marc Jackson,Timberwolves,3575000
2003,Lamar Odom,Clippers,3557000
2003,Jason Williams,Grizzlies,3425000
2003,Antonio Daniels,Blazers,3375000
2003,LaPhonso Ellis,Heat,3300000
2003,Lawrence Funderburke,Kings,3300000
2003,Darius Miles,Cavaliers,3267000
2003,Andrew DeClercq,Magic,3263000
2003,Jonathan Bender,Pacers,3226000
2003,Anthony Peeler,Timberwolves,3220000
2003,Pau Gasol,Grizzlies,3194000
2003,Jon Barry,Pistons,3175000
2003,Larry Hughes,Wizards,3159000
2003,Evan Eschmeyer,Mavericks,3104000
2003,Derek Fisher,Lakers,3000000
2003,Lindsey Hunter,Raptors,3000000
2003,Chris Whitney,Magic,2962000
2003,Marcus Fizer,Bulls,2946000
2003,Wally Szczerbiak,Timberwolves,2933000
2003,Dirk Nowitzki,Mavericks,2923000
2003,Mikki Moore,Celtics,2813000
2003,Paul Pierce,Celtics,2793000
2003,Bonzi Wells,Blazers,2777000
2003,Matt Maloney,Hawks,2775000
2003,Michael Doleac,Knicks,2753000
2003,Chris Crawford,Hawks,2750000
2003,Keon Clark,Kings,2726000
2003,Bimbo Coles,Cavaliers,2700000
2003,Randy Brown,Suns,2700000
2003,Othella Harrington,Knicks,2700000
2003,Bobby Jackson,Kings,2700000
2003,Michael Dickerson,Grizzlies,2699000
2003,Richard Hamilton,Pistons,2681000
2003,Mike Miller,Grizzlies,2668000
2003,Matt Harpring,Jazz,2667000
2003,Horace Grant,Magic,2662000
2003,Sean Rooks,Clippers,2640000
2003,Lucious Harris,Nets,2640000
2003,Hubert Davis,Pistons,2631000
2003,Steve Kerr,Spurs,2625000
2003,Michael Curry,Pistons,2600000
2003,George Lynch,Hornets,2600000
2003,Andre Miller,Clippers,2460000
2003,Rasho Nesterovic,Timberwolves,2436000
2003,Stacey Augmon,Hornets,2400000
2003,John Amaechi,Jazz,2393000
2003,Shane Battier,Grizzlies,2368000
2003,Shawn Marion,Suns,2265000
2003,Pat Garrity,Magic,2238000
2003,Chris Mihm,Cavaliers,2222000
2003,Eddie Griffin,Rockets,2162000
2003,Ricky Davis,Cavaliers,2156000
2003,Jason Terry,Hawks,2153000
2003,Brian Skinner,76ers,2148000
2003,Al Harrington,Pacers,2110000
2003,Corey Maggette,Clippers,2069000
2003,Jamal Crawford,Bulls,2026000
2003,Shammond Williams,Nuggets,1987000
2003,DeSagana Diop,Cavaliers,1980000
2003,Metta World Peace,Pacers,1904000
2003,Tyronn Lue,Wizards,1885000
2003,Joel Przybilla,Bucks,1862000
2003,Rodney White,Nuggets,1821000
2003,Keyon Dooling,Clippers,1769000
2003,Joe Johnson,Suns,1729000
2003,James Posey,Rockets,1723000
2003,Jerome Moiso,Hornets,1681000
2003,Danny Manning,Pistons,1650000
2003,Kedrick Brown,Celtics,1643000
2003,Tony Massenburg,Jazz,1636000
2003,Etan Thomas,Wizards,1605000
2003,Dion Glover,Hawks,1584000
2003,Jeff Foster,Pacers,1571000
2003,Vladimir Radmanovic,SuperSonics,1561000
2003,Kenny Thomas,76ers,1557000
2003,Devean George,Lakers,1542000
2003,Samaki Walker,Lakers,1540000
2003,Courtney Alexander,Hornets,1524000
2003,Richard Jefferson,Nets,1482000
2003,Mateen Cleaves,Kings,1441000
2003,Jumaine Jones,Cavaliers,1419000
2003,Scott Padgett,Jazz,1410000
2003,Troy Murphy,Warriors,1409000
2003,Brian Shaw,Lakers,1400000
2003,Corie Blount,Bulls,1400000
2003,Monty Williams,76ers,1400000
2003,Jason Collier,Rockets,1376000
2003,Hedo Turkoglu,Kings,1300000
2003,Bryce Drew,Hornets,1300000
2003,Kirk Haston,Hornets,1271000
2003,Desmond Mason,SuperSonics,1235000
2003,Michael Bradley,Raptors,1208000
2003,Quentin Richardson,Clippers,1174000
2003,Jason Collins,Nets,1147000
2003,Jamaal Magloire,Hornets,1126000
2003,Don Reid,Pistons,1100000
2003,Danny Ferry,Spurs,1100000
2003,Mark Bryant,76ers,1100000
2003,Zach Randolph,Blazers,1096000
2003,Speedy Claxton,Spurs,1081000
2003,Morris Peterson,Raptors,1033000
2003,Michael Jordan,Wizards,1030000
2003,Joseph Forte,SuperSonics,1009000
2003,Kevin Willis,Spurs,1000000
2003,Donnell Harvey,Nuggets,992000
2003,Jeryl Sasser,Magic,969000
2003,DeShawn Stevenson,Jazz,956000
2003,Brandon Armstrong,Nets,930000
2003,Dalibor Bagaric,Bulls,914000
2003,Andrei Kirilenko,Jazz,893000
2003,Jake Tsakalidis,Suns,877000
2003,Mamadou N'diaye,Raptors,852000
2003,Bruce Bowen,Spurs,824000
2003,Cherokee Parks,Clippers,824000
2003,Emanual Davis,Hawks,824000
2003,Mark Madsen,Lakers,817000
2003,Jamaal Tinsley,Pacers,805000
2003,Primoz Brezec,Pacers,805000
2003,Tony Parker,Spurs,800000
2003,Milt Palacio,Cavaliers,749000
2003,Gerald Wallace,Kings,714000
2003,Jacque Vaughn,Magic,700000
2003,Earl Boykins,Warriors,700000
2003,Vladimir Stepania,Heat,637000
2003,Mark Blount,Nuggets,637000
2003,Amal McCaskill,Hawks,612000
2003,Charles Smith,Blazers,612000
2003,Jake Voskuhl,Suns,587000
2003,Stephen Jackson,Spurs,587000
2003,Ryan Bowen,Nuggets,587000
2003,Olumide Oyedeji,Magic,587000
2003,Predrag Drobnjak,SuperSonics,526000
2003,Trenton Hassell,Bulls,512000
2003,Damone Brown,Raptors,512000
2003,Gilbert Arenas,Warriors,512000
2003,Jeff Trepagnier,Nuggets,512000
2003,Brian Scalabrine,Nets,512000
2004,Kevin Garnett,Timberwolves,28000000
2004,Shaquille O'Neal,Lakers,26571000
2004,Rasheed Wallace,Blazers,18000000
2004,Dikembe Mutombo,Knicks,17895000
2004,Allan Houston,Knicks,15937000
2004,Chris Webber,Kings,15937000
2004,Damon Stoudamire,Blazers,14625000
2004,Ray Allen,SuperSonics,13500000
2004,Latrell Sprewell,Timberwolves,13500000
2004,Antoine Walker,Mavericks,13500000
2004,Stephon Marbury,Suns,13500000
2004,Michael Finley,Mavericks,13281000
2004,Keith Van Horn,Knicks,13280000
2004,Tim Duncan,Spurs,13279000
2004,Tracy McGrady,Magic,13279000
2004,Jalen Rose,Raptors,13279000
2004,Eddie Jones,Heat,12320000
2004,Brian Grant,Heat,12234000
2004,Vlade Divac,Kings,12051000
2004,Antonio Davis,Raptors,12000000
2004,Vince Carter,Raptors,11953000
2004,Tim Thomas,Knicks,11825000
2004,Tom Gugliotta,Jazz,11668000
2004,Jason Kidd,Nets,10950000
2004,Nick Van Exel,Warriors,10912000
2004,Glenn Robinson,76ers,10730000
2004,Theo Ratliff,Blazers,10156000
2004,Glen Rice,Clippers,9600000
2004,Kerry Kittles,Nets,9267000
2004,Greg Ostertag,Jazz,8666000
2004,Jamal Mashburn,Hornets,8525000
2004,Toni Kukoc,Bucks,8050000
2004,Maurice Taylor,Rockets,7800000
2004,Derek Anderson,Blazers,7794000
2004,Wesley Person,Grizzlies,7700000
2004,Alan Henderson,Hawks,7682000
2004,Austin Croshere,Pacers,7610000
2004,Erick Dampier,Warriors,7482000
2004,Kelvin Cato,Rockets,7344000
2004,Marcus Camby,Nuggets,7250000
2004,Ron Mercer,Spurs,7169000
2004,Shandon Anderson,Knicks,6700000
2004,Lorenzen Wright,Grizzlies,6600000
2004,Jerry Stackhouse,Wizards,6500000
2004,Elton Brand,Clippers,6364000
2004,Doug Christie,Kings,6250000
2004,Peja Stojakovic,Kings,6250000
2004,Eddie Robinson,Bulls,6246000
2004,Bob Sura,Pistons,6166000
2004,Charlie Ward,Spurs,6030000
2004,Bo Outlaw,Grizzlies,5955000
2004,Howard Eisley,Suns,5843000
2004,Steve Nash,Mavericks,5750000
2004,Steve Francis,Rockets,5720000
2004,Vitaly Potapenko,SuperSonics,5715000
2004,Nazr Mohammed,Knicks,5700000
2004,Eric Williams,Cavaliers,5560000
2004,Christian Laettner,Wizards,5526000
2004,Alvin Williams,Raptors,5500000
2004,Ben Wallace,Pistons,5500000
2004,Ruben Patterson,Blazers,5447000
2004,Calvin Booth,SuperSonics,5446000
2004,Joe Smith,Bucks,5445000
2004,Clarence Weatherspoon,Knicks,5445000
2004,Avery Johnson,Warriors,5445000
2004,Danny Fortson,Mavericks,5428000
2004,Jerome Williams,Raptors,5400000
2004,Brent Barry,SuperSonics,5400000
2004,Jahidi White,Wizards,5394000
2004,Kurt Thomas,Knicks,5394000
2004,Cuttino Mobley,Rockets,5393000
2004,Scot Pollard,Pacers,5310000
2004,Robert Horry,Spurs,5300000
2004,Shawn Bradley,Mavericks,5194000
2004,Baron Davis,Hornets,5173000
2004,Kenyon Martin,Nets,5128000
2004,Brevin Knight,Wizards,5062000
2004,Corliss Williamson,Pistons,5000000
2004,Aaron McKie,76ers,5000000
2004,Lamar Odom,Heat,4692000
2004,Stromile Swift,Grizzlies,4614000
2004,Mark Jackson,Rockets,4580000
2004,Rick Fox,Lakers,4549000
2004,Lamond Murray,Raptors,4500000
2004,Eric Snow,76ers,4500000
2004,Michael Stewart,Cavaliers,4480000
2004,Tony Battie,Cavaliers,4400000
2004,Adonal Foyle,Warriors,4400000
2004,Jonathan Bender,Pacers,4278000
2004,Kwame Brown,Wizards,4252000
2004,Zeljko Rebraca,Pistons,4200000
2004,Darius Miles,Blazers,4130000
2004,Anthony Carter,Spurs,4063000
2004,David Wesley,Hornets,3960000
2004,Wally Szczerbiak,Timberwolves,3912000
2004,Chucky Atkins,Pistons,3900000
2004,Marc Jackson,76ers,3900000
2004,Marcus Fizer,Bulls,3726000
2004,Andrew DeClercq,Magic,3625000
2004,Lawrence Funderburke,Kings,3600000
2004,Moochie Norris,Knicks,3600000
2004,Richard Hamilton,Pistons,3596000
2004,Pau Gasol,Grizzlies,3417000
2004,Mike Miller,Grizzlies,3380000
2004,Andre Miller,Nuggets,3317000
2004,Lindsey Hunter,Pistons,3300000
2004,Chris Whitney,Wizards,3259000
2004,DerMarr Johnson,Knicks,3087000
2004,Shawn Marion,Suns,3069000
2004,Derek Fisher,Lakers,3000000
2004,Chris Crawford,Hawks,3000000
2004,Jason Terry,Hawks,2933000
2004,Bimbo Coles,Heat,2925000
2004,Aaron Williams,Nets,2925000
2004,Othella Harrington,Knicks,2925000
2004,Tony Delk,Mavericks,2925000
2004,Bobby Jackson,Kings,2925000
2004,Horace Grant,Lakers,2903000
2004,Hubert Davis,Nets,2894000
2004,Corey Maggette,Clippers,2862000
2004,Chris Mihm,Cavaliers,2823000
2004,Michael Curry,Raptors,2800000
2004,George Lynch,Hornets,2800000
2004,Metta World Peace,Pacers,2676000
2004,John Amaechi,Knicks,2610000
2004,Jamal Crawford,Bulls,2577000
2004,Shane Battier,Grizzlies,2533000
2004,James Posey,Grizzlies,2445000
2004,Stacey Augmon,Hornets,2400000
2004,Joel Przybilla,Bucks,2373000
2004,Quincy Lewis,Timberwolves,2350000
2004,Dion Glover,Raptors,2270000
2004,Jeff Foster,Pacers,2264000
2004,Keyon Dooling,Clippers,2256000
2004,Devean George,Lakers,2244000
2004,Jerome Moiso,Raptors,2230000
2004,Kenny Thomas,76ers,2225000
2004,Etan Thomas,Wizards,2211000
2004,Mateen Cleaves,Cavaliers,2134000
2004,DeSagana Diop,Cavaliers,2118000
2004,Jason Collier,Hawks,2109000
2004,Jumaine Jones,Celtics,2104000
2004,Scott Padgett,Rockets,2102000
2004,Hedo Turkoglu,Spurs,1995000
2004,Rodney White,Nuggets,1948000
2004,Desmond Mason,Bucks,1898000
2004,Joe Johnson,Suns,1850000
2004,Quentin Richardson,Clippers,1805000
2004,Kedrick Brown,Cavaliers,1757000
2004,Jamaal Magloire,Hornets,1735000
2004,Vladimir Radmanovic,SuperSonics,1670000
2004,Speedy Claxton,Warriors,1667000
2004,Morris Peterson,Raptors,1646000
2004,Donnell Harvey,Suns,1631000
2004,DeShawn Stevenson,Jazz,1624000
2004,Richard Jefferson,Nets,1586000
2004,Jake Tsakalidis,Grizzlies,1580000
2004,Mamadou N'diaye,Mavericks,1537000
2004,Troy Murphy,Warriors,1507000
2004,Mark Madsen,Timberwolves,1474000
2004,Bryce Drew,Hornets,1300000
2004,Michael Bradley,Raptors,1292000
2004,Jason Collins,Nets,1227000
2004,Zach Randolph,Blazers,1172000
2004,Brandon Armstrong,Nets,995000
2004,Andrei Kirilenko,Jazz,956000
2004,Samuel Dalembert,76ers,887000
2004,Primoz Brezec,Pacers,862000
2004,Jamaal Tinsley,Pacers,861000
2004,Tony Parker,Spurs,856000
2004,Gerald Wallace,Kings,764000
2004,Predrag Drobnjak,Clippers,639000
2004,Trenton Hassell,Timberwolves,587000
