year,player,games,mpg,ts,ast,turn_over,usg,orr,drr,rebr,per,va,ewa,foreign_player,team,salary,homegames,total_attendence,avg_attendence
2008,Jason Collins,81,23.5,0.521,14.2,13.8,11.6,8,13.9,11.1,9.24,-19.4,-0.6,0,Grizzlies,6100000,40,509806,12745
2008,Damon Stoudamire,59,22.3,0.46,27.9,11.2,18.4,4,10.6,7.1,12.6,15.7,0.5,0,Grizzlies,335442,40,509806,12745
2008,Casey Jacobsen,72,15.9,0.493,14.6,11,15.7,3,5.4,4.1,9.66,-7.2,-0.2,0,Grizzlies,770610,40,509806,12745
2008,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9,0,Hawks,13488378,41,686688,16748
2008,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6,0,Hawks,6306182,41,686688,16748
2008,Jason Williams,76,31.7,0.501,36.8,9.8,21.1,1,8.6,5,17.83,122.6,4.1,0,Heat,8937500,40,729178,18229
2008,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5,0,Heat,6819000,40,729178,18229
2008,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2,0,Heat,7901040,40,729178,18229
2008,Melvin Ely,52,15.4,0.54,5.3,17.6,13.6,9,15.4,12.3,10.38,-1.3,0,0,Hornets,895341,40,581049,14526
2008,Jannero Pargo,34,10.1,0.448,24.9,14.7,15,3,9.3,6.1,7.46,-9,-0.3,0,Hornets,1830000,40,581049,14526
2008,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4,0,Hornets,885294,40,581049,14526
2008,Peja Stojakovic,72,34,0.6,10.1,7.3,20.2,3,14,8.7,20.04,174.5,5.8,1,Hornets,11664000,40,581049,14526
2008,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9,0,Hornets,5000000,40,581049,14526
2008,Tyson Chandler,75,24.4,0.565,9.2,16.4,16.5,10,20.6,15.5,15.11,61.5,2,0,Hornets,10500000,40,581049,14526
2008,Rasual Butler,72,21,0.437,11.8,9.8,19.9,2,12.3,7.1,10.27,-2.6,-0.1,0,Hornets,3315000,40,581049,14526
2008,Matt Harpring,78,32.8,0.588,9.1,11,21.9,9,14.8,12.2,19.05,163.2,5.4,0,Jazz,6000000,41,816042,19903
2008,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8,1,Jazz,11593816,41,816042,19903
2008,Gordan Giricek,76,28.3,0.529,11.8,12.4,17.5,1.9,10.7,6.3,12.75,36.1,1.2,1,Jazz,199452,41,816042,19903
2008,Jarron Collins,22,19.1,0.53,9.6,13,13.3,10,7.8,8.6,7.73,-9,-0.3,0,Jazz,2350000,41,816042,19903
2008,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1,1,Jazz,9000000,41,816042,19903
2008,Andrei Kirilenko,80,27.7,0.598,12.8,12.6,18.2,8,14.4,11.5,20.03,157.4,5.2,1,Jazz,13735000,41,816042,19903
2008,Metta World Peace,69,33.6,0.529,14.6,10.7,20.9,5,12.4,8.8,17.49,120.9,4,0,Kings,7400000,40,502852,12571
2008,Mikki Moore,8,5.4,0.517,13.4,8.9,3.3,16.2,5.2,10.6,17.2,1.8,0.1,0,Kings,5356000,40,502852,12571
2008,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6,0,Kings,10500000,40,502852,12571
2008,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0,0,Kings,2860000,40,502852,12571
2008,Shareef Abdur-Rahim,81,38.1,0.566,12.9,11.3,22.2,7,17.8,12.5,20.09,197.8,6.6,0,Kings,5800000,40,502852,12571
2008,Kenny Thomas,66,30,0.517,12.8,13.3,18.4,10.9,20.4,15.6,14.4,42.8,1.4,0,Kings,7875000,40,502852,12571
2008,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1,0,Kings,4752000,40,502852,12571
2008,Mike Bibby,55,33.4,0.559,23.9,10.6,20.9,2,6.3,4.3,18.24,99.1,3.3,0,Kings,14983603,40,502852,12571
2008,Lorenzen Wright,70,28.3,0.489,8,11,18.9,10,20,15,14.21,40.1,1.3,0,Kings,3250000,40,502852,12571
2008,Chris Mihm,52,15.6,0.462,6.8,11.7,18.7,13,19.5,16,12.61,12.1,0.4,0,Lakers,2500000,41,778877,18997
2008,Derek Fisher,82,34.5,0.52,24.4,7.7,14.2,2,8,4.8,12.1,23.1,0.8,0,Lakers,4352000,41,778877,18997
2008,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,19490625,41,778877,18997
2008,Lamar Odom,49,34.3,0.519,17.7,13.9,21,4,17.9,11,14.88,42.4,1.4,0,Lakers,13248596,41,778877,18997
2008,Vladimir Radmanovic,72,26.5,0.508,10.7,11,18.3,5,15.5,10,13.32,40.2,1.3,1,Lakers,5632200,41,778877,18997
2008,Tony Battie,67,25.1,0.578,9.5,9.3,11.6,10,19.7,14.6,14.07,32.3,1.1,0,Magic,5200000,41,698768,17043
2008,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1,0,Magic,14884951,41,698768,17043
2008,Pat Garrity,81,31.9,0.551,12.3,7.8,13.7,3,10.7,6.8,11.19,-5.9,-0.2,0,Magic,3818750,41,698768,17043
2008,Keyon Dooling,55,17.6,0.494,17.7,11.9,18.2,1,7.3,4.2,10.27,-5.3,-0.2,0,Magic,3596000,41,698768,17043
2008,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5,1,Magic,6373900,41,698768,17043
2008,Carlos Arroyo,44,6.5,0.51,26.3,14.9,23.6,5,6.1,5.5,14.59,7.7,0.3,1,Magic,4000000,41,698768,17043
2008,Adonal Foyle,82,21.8,0.563,7.4,14.6,10.2,11,18.5,14.6,13.92,44.3,1.5,1,Magic,1219590,41,698768,17043
2008,Eddie Jones,47,38.1,0.551,16.5,8.1,21.6,2,12.7,7.3,19.24,116.7,3.9,0,Mavericks,1830000,41,821723,20042
2008,Devean George,71,22.7,0.485,13.9,9.8,14.7,6,13.7,10,11.18,8.2,0.3,0,Mavericks,2369111,41,821723,20042
2008,Erick Dampier,82,24.1,0.543,7.3,14.2,14.6,13,15.7,14.6,14.96,64.3,2.1,0,Mavericks,10590500,41,821723,20042
2008,Jason Terry,81,38,0.549,28.3,11.8,22.3,1,8.6,5.2,18.92,182.2,6.1,0,Mavericks,8898000,41,821723,20042
2008,Jerry Stackhouse,70,39.2,0.528,16.3,10,26,3,8.5,5.6,19.81,190.9,6.4,0,Mavericks,6750000,41,821723,20042
2008,Juwan Howard,77,35.5,0.501,12.7,10.3,24.7,7,18.1,12.5,17.16,115.3,3.8,0,Mavericks,761544,41,821723,20042
2008,Jason Kidd,80,37.4,0.526,29.3,12.2,26,4,15.1,9.6,22.62,259.3,8.6,0,Nets,19728000,41,621062,15147
2008,DeSagana Diop,80,11.8,0.356,16.2,21,9.7,7,18.4,12.8,5.64,-34.9,-1.2,1,Nets,2146000,41,621062,15147
2008,David Wesley,73,37.1,0.533,16.5,8.7,20.3,2,5.9,3.8,15.74,105.9,3.5,0,Nets,1750000,41,621062,15147
2008,Clifford Robinson,81,34.9,0.477,18.3,10.8,19.2,3,10.1,6.7,12.76,26.5,0.9,0,Nets,1600000,41,621062,15147
2008,Jamaal Magloire,82,29.8,0.541,8.6,15.5,16,12,22.3,17.2,14.7,74.7,2.5,1,Nets,231183,41,621062,15147
2008,Keith Van Horn,74,31.6,0.556,7.2,11.5,21.1,8,18.7,13.2,17.15,98.5,3.3,0,Nets,4236997,41,621062,15147
2008,Malik Allen,80,29,0.455,5.3,12.5,17.7,6,14.9,10.6,10,-26,-0.9,0,Nets,770610,41,621062,15147
2008,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3,0,Nets,12200000,41,621062,15147
2008,Trenton Hassell,82,24.4,0.411,23.2,12.8,10.7,2,11.9,7,5.9,-68.7,-2.3,0,Nets,4350000,41,621062,15147
2008,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4,0,Nets,13325000,41,621062,15147
2008,Bostjan Nachbar,14,5.5,0.41,6.8,13.5,22.6,5,11.7,8.2,6.54,-2.3,-0.1,1,Nets,2500000,41,621062,15147
2008,Steven Hunter,33,13.5,0.531,4.2,10.5,12.2,9,14.5,11.9,12.41,3,0.1,0,Nuggets,3638600,41,706165,17223
2008,Allen Iverson,82,42.5,0.5,15.1,9.5,30.9,2,9.5,5.8,22.14,302.8,10.1,0,Nuggets,19012500,41,706165,17223
2008,Marcus Camby,29,21.2,0.444,14.6,8.4,19,14,26.4,19.7,16.28,26.1,0.9,0,Nuggets,10000000,41,706165,17223
2008,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5,0,Nuggets,13250000,41,706165,17223
2008,Jelani McCoy,67,20.4,0.507,7.3,16.3,16.6,8,22.6,14.8,12.14,6.5,0.2,0,Nuggets,634620,41,706165,17223
2008,Eduardo Najera,48,23,0.59,13.8,6.7,11.1,9,13.3,11.1,14.02,20.7,0.7,1,Nuggets,4952380,41,706165,17223
2008,Chucky Atkins,65,21.5,0.475,23.7,10.4,18.7,2,6.5,4.1,10.97,-0.3,0,0,Nuggets,3000000,41,706165,17223
2008,Ronald Murray,14,4.4,0.391,10.5,16.8,33.1,0,7.6,3.8,8.8,-1,0,0,Pacers,213051,41,581472,14182
2008,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7,0,Pacers,8219008,41,581472,14182
2008,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4,0,Pacers,6300000,41,581472,14182
2008,Jeff Foster,77,10.4,0.394,17.5,11.7,12.7,17,22,19.5,10.88,0.5,0,0,Pacers,5500000,41,581472,14182
2008,Jermaine O'Neal,77,37.2,0.539,8.5,9.9,23.8,8,22.8,15.6,21.16,206.5,6.9,0,Pacers,19728000,41,581472,14182
2008,Troy Murphy,79,31.8,0.526,9.7,10.2,15.7,10,24.3,17.1,15.38,72.8,2.4,0,Pacers,9206349,41,581472,14182
2008,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2,0,Pistons,8675620,41,896971,21877
2008,Richard Hamilton,82,32.2,0.531,10.8,10.4,28.5,4,10.5,7.1,19.76,182.5,6.1,0,Pistons,10000000,41,896971,21877
2008,Rasheed Wallace,74,36.3,0.552,10.2,9.3,21.3,5,19.6,12.3,18.44,157.1,5.2,0,Pistons,12540000,41,896971,21877
2008,Lindsey Hunter,29,23.2,0.434,15.8,12.6,24.3,2,7.8,5,11.81,6.6,0.2,0,Pistons,2250000,41,896971,21877
2008,Maceo Baston,16,6.6,0.661,0,16.5,13.9,4,21.3,12.4,16.81,5,0.2,0,Raptors,1830000,41,769707,18773
2008,Rasho Nesterovic,77,30.4,0.536,11.2,9.7,15.9,7,16.9,12.2,14.44,66.9,2.2,0,Raptors,7840000,41,769707,18773
2008,Juan Dixon,42,15.4,0.464,10.7,11.3,22.1,2,10.8,6.6,11.88,6.7,0.2,0,Raptors,2550000,41,769707,18773
2008,Bobby Jackson,59,28.4,0.561,16.8,9.8,22,4,9.8,7,18.92,99.1,3.3,0,Rockets,5670000,40,699280,17482
2008,Bonzi Wells,75,31.9,0.505,15.5,13.5,24.2,5,14.9,9.9,16.15,100.9,3.4,0,Rockets,2284200,40,699280,17482
2008,Tracy McGrady,75,39.4,0.564,15,7.1,32.6,5,14.6,9.5,31.01,452,15.1,0,Rockets,18257750,40,699280,17482
2008,Mike James,78,22.1,0.469,24.6,10.8,20.2,2,8.5,5,12.39,17.9,0.6,0,Rockets,5826893,40,699280,17482
2008,Rafer Alston,47,20.9,0.51,30.2,13.5,21.1,2,10.4,6.2,14.89,28.4,0.9,0,Rockets,4550000,40,699280,17482
2008,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3,0,Rockets,5883600,40,699280,17482
2008,Steve Francis,81,41,0.541,21.1,12.6,25.2,6,11.5,8.7,21.12,250.6,8.4,0,Rockets,2439333,40,699280,17482
2008,Yao Ming,82,29,0.57,10.7,13.5,20.4,10,22.6,16.3,20.2,170.7,5.7,1,Rockets,13762775,40,699280,17482
2008,Bob Sura,55,20.5,0.51,27.1,12.6,18.2,6,10.2,7.9,14.46,29.2,1,0,Rockets,3840000,40,699280,17482
2008,Michael Finley,69,38.3,0.514,12.7,7.1,22,4,12.3,8.4,18.34,154.6,5.2,0,Spurs,3103000,41,749048,18269
2008,Manu Ginobili,69,20.7,0.556,19.4,14.1,17.5,4,8.8,6.5,14.48,42.5,1.4,1,Spurs,9079811,41,749048,18269
2008,Jacque Vaughn,80,21.1,0.508,29.2,12.2,14.8,2,6.4,4,10.69,-3.9,-0.1,0,Spurs,1219590,41,749048,18269
2008,Bruce Bowen,82,31.3,0.563,16.1,10.2,9.9,3,7.8,5.4,8.86,-31.4,-1,0,Spurs,4125000,41,749048,18269
2008,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3,1,Spurs,10500000,41,749048,18269
2008,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8,1,Spurs,19014188,41,749048,18269
2008,Robert Horry,80,29.3,0.488,26.5,12.7,12.2,9,16.1,12.3,11.77,4.7,0.2,0,Spurs,3630000,41,749048,18269
2008,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8,0,Suns,16440000,41,755302,18422
2008,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4,1,Suns,11375000,41,755302,18422
2008,Brian Skinner,77,17.9,0.574,3.9,12.8,13.6,11,19.9,15.6,14.24,28.2,0.9,0,Suns,770610,41,755302,18422
2008,Amar'e Stoudemire,82,31.3,0.53,6,14.4,19.4,11,20.9,15.9,15.83,100.3,3.3,0,Suns,13762775,41,755302,18422
2008,Grant Hill,29,29.1,0.568,21.2,14.6,22.9,5,23.2,14,21.02,66.2,2.2,0,Suns,1830000,41,755302,18422
2008,Raja Bell,75,15.6,0.509,17.5,13.2,9.7,4,9.2,6.8,7.55,-25.8,-0.9,1,Suns,4750000,41,755302,18422
2008,Sean Marks,23,9.7,0.412,3.6,16.9,15,4,14.4,9.1,3.77,-12.9,-0.4,1,Suns,770610,41,755302,18422
2008,Shaquille O'Neal,67,37.8,0.602,10.7,10.1,27.8,11,21.6,16.5,29.43,356.2,11.9,0,Suns,21000000,41,755302,18422
2008,Antoine Walker,78,41.5,0.467,16.1,11.2,25.6,3,16.7,9.9,15.57,98.2,3.3,0,Timberwolves,8329640,41,594743,14505
2008,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2,0,Timberwolves,3750746,41,594743,14505
2008,Mark Madsen,54,14.5,0.458,14.9,10.6,11.6,12,10.6,11.5,8.65,-16.6,-0.6,0,Timberwolves,2420000,41,594743,14505
2008,Marko Jaric,66,20.9,0.498,24.5,13.1,19,3,10.2,6.6,14.56,36.6,1.2,1,Timberwolves,6050000,41,594743,14505
2008,Michael Doleac,75,13.9,0.451,9.2,10.8,16.4,7,17.7,12.3,8.84,-13.7,-0.5,0,Timberwolves,3120000,41,594743,14505
2008,Chris Webber,67,39.1,0.485,16.8,9.9,28,7,21.1,14.4,21.48,212.9,7.1,0,Warriors,358107,41,776660,18942
2008,Baron Davis,50,37.8,0.5,24.3,10.6,23.7,3,8.1,5.7,17.51,91.8,3.1,0,Warriors,16440000,41,776660,18942
2008,Al Harrington,82,30.1,0.493,9.6,12.5,19.7,7,15.7,11.6,12.54,19.2,0.6,0,Warriors,8425625,41,776660,18942
2008,Caron Butler,78,36.6,0.502,13.3,12,21.2,5,10.9,8,15.46,105.9,3.5,0,Wizards,8468990,41,681117,16612
2008,Brendan Haywood,81,23.8,0.561,5.4,12,11.2,12,13,12.4,12.51,27.6,0.9,0,Wizards,5000000,41,681117,16612
2008,Antonio Daniels,67,13,0.572,25.3,9.5,13.1,2,8.4,5,13.16,14.1,0.5,0,Wizards,5800000,41,681117,16612
2008,Gilbert Arenas,82,35,0.54,23.5,13.2,24.8,4,10.6,7.2,19.37,179,6,0,Wizards,11950400,41,681117,16612
2008,Antawn Jamison,82,39.3,0.542,7.8,8.8,22.8,7,12.5,9.5,19.49,192.2,6.4,0,Wizards,16360094,41,681117,16612
2008,Etan Thomas,38,13.5,0.55,1.5,16.4,16,16,22,19,15.01,16.9,0.6,0,Wizards,6373900,41,681117,16612
2008,DeShawn Stevenson,61,12.5,0.444,9.9,12.2,20.2,4,9.7,6.8,8.81,-9.6,-0.3,0,Wizards,3348215,41,681117,16612
2009,Andre Miller,80,36.4,0.495,29.1,11.2,20.3,3,9,6.1,15.65,101.1,3.4,0,76ers,10333334,41,647898,15802
2009,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8,0,76ers,4640000,41,647898,15802
2009,Elton Brand,62,39.6,0.543,11.4,11.7,20.6,13,19.3,16.2,21.09,175.6,5.9,0,76ers,13757844,41,647898,15802
2009,Malik Allen,80,29,0.455,5.3,12.5,17.7,6,14.9,10.6,10,-26,-0.9,0,Bucks,1300000,41,630976,15389
2009,Michael Redd,82,28.2,0.59,9.4,6,20.3,5,13.9,9.4,21.33,187.1,6.2,0,Bucks,15780000,41,630976,15389
2009,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3,0,Bucks,13200000,41,630976,15389
2009,Dan Gadzuric,49,15.5,0.498,4.4,13.1,10.6,10,20.3,15.2,10.06,-3,-0.1,1,Bucks,6250195,41,630976,15389
2009,Damon Jones,49,14.5,0.505,24.6,7.1,14.6,2,8.5,5.3,11.86,4.5,0.2,0,Bucks,4460186,41,630976,15389
2009,Lindsey Hunter,29,23.2,0.434,15.8,12.6,24.3,2,7.8,5,11.81,6.6,0.2,0,Bulls,722515,40,847903,21197
2009,Wally Szczerbiak,52,35.3,0.567,13.2,8.5,20.2,3,11.3,7.4,17.84,100.6,3.4,1,Cavaliers,13775000,41,820439,20010
2009,Zydrunas Ilgauskas,81,30,0.516,7.5,12.5,25.5,11,17.4,14.1,19.31,158.2,5.3,1,Cavaliers,10841615,41,820439,20010
2009,Ben Wallace,73,39.4,0.486,16.5,12.1,9.5,12,34.9,23.2,15.62,88.4,2.9,0,Cavaliers,14500000,41,820439,20010
2009,Eric Snow,82,37.9,0.546,31.9,11.4,17.2,3,8.8,5.7,15.61,107,3.6,0,Cavaliers,7312500,41,820439,20010
2009,Eddie House,55,18.6,0.447,14.7,7.8,21.7,2,9.7,5.7,12.84,17.9,0.6,0,Celtics,2650000,41,763584,18624
2009,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4,0,Celtics,24751934,41,763584,18624
2009,Paul Pierce,79,39.2,0.532,13.6,11.2,30.1,4,17.7,10.6,23.49,300,10,0,Celtics,18077903,41,763584,18624
2009,Ray Allen,76,37.9,0.565,16.3,9.7,25.4,3.8,11.8,7.8,22.19,251.1,8.4,0,Celtics,18388430,41,763584,18624
2009,Stephon Marbury,81,40,0.52,24.7,9.9,27.2,2,7.4,4.6,21.03,242.6,8.1,0,Celtics,20840625,41,763584,18624
2009,Brian Scalabrine,59,12.3,0.487,16.6,16.6,13.5,6,15.9,11.1,8.65,-15.4,-0.5,0,Celtics,3206897,41,763584,18624
2009,Dan Dickau,50,10.3,0.504,26.6,16.6,20.4,2,7.2,4.8,10.67,-1.3,0,0,Clippers,797581,40,646830,16170
2009,Cuttino Mobley,73,41.7,0.537,13.3,10.6,19.2,3,8.6,5.7,15.21,107.1,3.6,0,Clippers,8925000,40,646830,16170
2009,Brian Skinner,77,17.9,0.574,3.9,12.8,13.6,11,19.9,15.6,14.24,28.2,0.9,0,Clippers,1262275,40,646830,16170
2009,Fred Jones,19,6.1,0.446,13.6,16.3,11.6,4,4.8,4.4,5.41,-4.8,-0.2,0,Clippers,459782,40,646830,16170
2009,Marcus Camby,29,21.2,0.444,14.6,8.4,19,14,26.4,19.7,16.28,26.1,0.9,0,Clippers,10000000,40,646830,16170
2009,Baron Davis,50,37.8,0.5,24.3,10.6,23.7,3,8.1,5.7,17.51,91.8,3.1,0,Clippers,11250000,40,646830,16170
2009,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5,0,Clippers,2300000,40,646830,16170
2009,Steven Hunter,33,13.5,0.531,4.2,10.5,12.2,9,14.5,11.9,12.41,3,0.1,0,Grizzlies,3862600,40,509806,12745
2009,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2,0,Grizzlies,4010005,40,509806,12745
2009,Darius Miles,67,30,0.435,16.5,16.7,18.2,6,14.2,10.1,9.89,-9.2,-0.3,0,Grizzlies,450399,40,509806,12745
2009,Marko Jaric,66,20.9,0.498,24.5,13.1,19,3,10.2,6.6,14.56,36.6,1.2,1,Grizzlies,6575000,40,509806,12745
2009,Ronald Murray,14,4.4,0.391,10.5,16.8,33.1,0,7.6,3.8,8.8,-1,0,0,Hawks,1500000,41,686688,16748
2009,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9,0,Hawks,14232567,41,686688,16748
2009,Mike Bibby,55,33.4,0.559,23.9,10.6,20.9,2,6.3,4.3,18.24,99.1,3.3,0,Hawks,14983603,41,686688,16748
2009,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6,0,Hawks,5757818,41,686688,16748
2009,Jamaal Magloire,82,29.8,0.541,8.6,15.5,16,12,22.3,17.2,14.7,74.7,2.5,1,Heat,797581,40,729178,18229
2009,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2,0,Heat,8513916,40,729178,18229
2009,Devin Brown,10,9.3,0.389,12.8,16.5,18.8,9.8,12.8,11.3,7.14,-2.3,-0.1,0,Hornets,998398,40,581049,14526
2009,Rasual Butler,72,21,0.437,11.8,9.8,19.9,2,12.3,7.1,10.27,-2.6,-0.1,0,Hornets,3630000,40,581049,14526
2009,James Posey,83,30.3,0.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9,0,Hornets,5585000,40,581049,14526
2009,Melvin Ely,52,15.4,0.54,5.3,17.6,13.6,9,15.4,12.3,10.38,-1.3,0,0,Hornets,998398,40,581049,14526
2009,Sean Marks,23,9.7,0.412,3.6,16.9,15,4,14.4,9.1,3.77,-12.9,-0.4,1,Hornets,797581,40,581049,14526
2009,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9,0,Hornets,5592240,40,581049,14526
2009,Peja Stojakovic,72,34,0.6,10.1,7.3,20.2,3,14,8.7,20.04,174.5,5.8,1,Hornets,12528000,40,581049,14526
2009,Ryan Bowen,62,16.1,0.519,17.3,13.8,11.1,9,9.7,9.2,11.59,8.1,0.3,0,Hornets,797581,40,581049,14526
2009,Tyson Chandler,75,24.4,0.565,9.2,16.4,16.5,10,20.6,15.5,15.11,61.5,2,0,Hornets,11350000,40,581049,14526
2009,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1,1,Jazz,8500000,41,816042,19903
2009,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4,0,Jazz,6750000,41,816042,19903
2009,Andrei Kirilenko,80,27.7,0.598,12.8,12.6,18.2,8,14.4,11.5,20.03,157.4,5.2,1,Jazz,15106000,41,816042,19903
2009,Brevin Knight,55,16.9,0.442,40.8,16.5,17.6,2,7.9,4.9,11.31,2.1,0.1,0,Jazz,2000000,41,816042,19903
2009,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8,1,Jazz,11593817,41,816042,19903
2009,Jarron Collins,22,19.1,0.53,9.6,13,13.3,10,7.8,8.6,7.73,-9,-0.3,0,Jazz,2074302,41,816042,19903
2009,Matt Harpring,78,32.8,0.588,9.1,11,21.9,9,14.8,12.2,19.05,163.2,5.4,0,Jazz,6000000,41,816042,19903
2009,Calvin Booth,47,12.2,0.494,6.9,12.7,11.9,6,16,11.2,9.28,-5.7,-0.2,0,Kings,1319651,40,502852,12571
2009,Kenny Thomas,66,30,0.517,12.8,13.3,18.4,10.9,20.4,15.6,14.4,42.8,1.4,0,Kings,8562500,40,502852,12571
2009,Mikki Moore,8,5.4,0.517,13.4,8.9,3.3,16.2,5.2,10.6,17.2,1.8,0.1,0,Kings,5632200,40,502852,12571
2009,Shareef Abdur-Rahim,81,38.1,0.566,12.9,11.3,22.2,7,17.8,12.5,20.09,197.8,6.6,0,Kings,6200000,40,502852,12571
2009,Bobby Jackson,59,28.4,0.561,16.8,9.8,22,4,9.8,7,18.92,99.1,3.3,0,Kings,6487888,40,502852,12571
2009,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6,0,Kings,11375000,40,502852,12571
2009,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1,0,Kings,6077151,40,502852,12571
2009,Derek Fisher,82,34.5,0.52,24.4,7.7,14.2,2,8,4.8,12.1,23.1,0.8,0,Lakers,4700000,41,778877,18997
2009,Chris Mihm,52,15.6,0.462,6.8,11.7,18.7,13,19.5,16,12.61,12.1,0.4,0,Lakers,2500000,41,778877,18997
2009,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7,1,Lakers,15106000,41,778877,18997
2009,Lamar Odom,49,34.3,0.519,17.7,13.9,21,4,17.9,11,14.88,42.4,1.4,0,Lakers,14148596,41,778877,18997
2009,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,21262500,41,778877,18997
2009,Tyronn Lue,75,26.5,0.523,27.4,8,16.3,1,7.6,4.4,13.34,34.7,1.2,0,Magic,2250000,41,698768,17043
2009,Tony Battie,67,25.1,0.578,9.5,9.3,11.6,10,19.7,14.6,14.07,32.3,1.1,0,Magic,5746000,41,698768,17043
2009,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1,0,Magic,16447871,41,698768,17043
2009,Rafer Alston,47,20.9,0.51,30.2,13.5,21.1,2,10.4,6.2,14.89,28.4,0.9,0,Magic,4900000,41,698768,17043
2009,Jason Williams,76,31.7,0.501,36.8,9.8,21.1,1,8.6,5,17.83,122.6,4.1,0,Magic,797581,41,698768,17043
2009,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0,0,Magic,1910000,41,698768,17043
2009,Devean George,71,22.7,0.485,13.9,9.8,14.7,6,13.7,10,11.18,8.2,0.3,0,Mavericks,1600000,41,821723,20042
2009,Erick Dampier,82,24.1,0.543,7.3,14.2,14.6,13,15.7,14.6,14.96,64.3,2.1,0,Mavericks,11553000,41,821723,20042
